radius_m,mu,g_mps2,safety_margin,vmax_mps,vmax_kph,curvature_1pm
9.422620115333999,0.6111111111111112,9.80665,0.9,6.763146241894365,24.347326470819713,0.10612759378600434
10.22615874137243,0.6111111111111112,9.80665,0.9,7.045619774898059,25.364231189633013,0.09778842919328595
11.098221229737115,0.6111111111111112,9.80665,0.9,7.339891263171938,26.42360854741898,0.09010452930245716
12.044651132381807,0.6111111111111112,9.80665,0.9,7.646453467036151,27.527232481330145,0.083024405523172
13.07179032546847,0.6111111111111112,9.80665,0.9,7.965819727727423,28.676951019818723,0.07650061507272239
14.18652150527016,0.6111111111111112,9.80665,0.9,8.298524826993683,29.87468937717726,0.07048944306950151
15.396314308023445,0.6111111111111112,9.80665,0.9,8.64512588259102,31.122453177327674,0.06495060960653891
16.70927536277212,0.6111111111111112,9.80665,0.9,9.006203281182529,32.422331812257106,0.05984699984225389
18.134202612598305,0.6111111111111112,9.80665,0.9,9.382361650201105,33.77650194072398,0.055144415299808874
19.68064426823892,0.6111111111111112,9.80665,0.9,9.774230870303656,35.187231133093164,0.050811344708558304
21.35896278912639,0.6111111111111112,9.80665,0.9,10.182467130112094,36.65688166840354,0.046818752852038716
23.180404320580113,0.6111111111111112,9.80665,0.9,10.607754025007198,38.18791449002591,0.043139886007604114
25.157174052436584,0.6111111111111112,9.80665,0.9,11.050803701815402,39.78289332653545,0.039750092673987984
27.302518004084163,0.6111111111111112,9.80665,0.9,11.512358051305224,41.44448898469881,0.03662665838551634
29.630811783930948,0.6111111111111112,9.80665,0.9,11.993189950490187,43.17548382176467,0.033748653506088175
32.15765691806901,0.6111111111111112,9.80665,0.9,12.4941045568185,44.9787764045466,0.031096792983014623
34.899985393617925,0.6111111111111112,9.80665,0.9,13.015940656416655,46.857386363099955,0.0286533071209499
37.87617311727583,0.6111111111111112,9.80665,0.9,13.559572068644492,48.81445944712017,0.02640182250999076
41.106163049345874,0.6111111111111112,9.80665,0.9,14.125909109313797,50.85327279352967,0.024327252310062372
44.61159883833952,0.6111111111111112,9.80665,0.9,14.715900115020524,52.97724041407389,0.02241569515640388
48.415969851620716,0.6111111111111112,9.80665,0.9,15.33053303114315,55.18991891211534,0.020654342008735473
52.54476857391859,0.6111111111111112,9.80665,0.9,15.970837066166327,57.495013438198775,0.01903139031991789
57.02566142841072,0.6111111111111112,9.80665,0.9,16.6378844151,59.89638389436,0.017535964948962268
61.88867416502191,0.6111111111111112,9.80665,0.9,17.33279205487979,62.398051397567244,0.01615804528844112
67.16639305819612,0.6111111111111112,9.80665,0.9,18.056723614755217,65.00420501311878,0.014888398117992625
72.89418326233583,0.6111111111111112,9.80665,0.9,18.81089132479758,67.71920876927129,0.013718515733980334
79.11042578807361,0.6111111111111112,9.80665,0.9,19.596558045790413,70.5476089648455,0.012640558940725057
85.8567746873161,0.6111111111111112,9.80665,0.9,20.41503938390145,73.49414178204523,0.011647304521302186
93.17843617041748,0.6111111111111112,9.80665,0.9,21.267705893677373,76.56374121723854,0.010732096835914515
101.12447152580039,0.6111111111111112,9.80665,0.9,22.155985373049937,79.76154734297978,0.009888803223509207
109.7481258718426,0.6111111111111112,9.80665,0.9,23.081365254196882,83.09291491510878,0.009111772907791985
119.10718494394104,0.6111111111111112,9.80665,0.9,24.045395094260716,86.56342233933857,0.008395799132274511
129.2643623075289,0.6111111111111112,9.80665,0.9,25.049689170096475,90.1788810123473,0.007736084270627743
